name,ALIGN,EYE,HAIR,SEX,Publisher
Percival Pinkerton (Earth-616),Good Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Quintavius Quire (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Marla Madison (Earth-616),,Brown Eyes,Brown Hair,Female Characters,Marvel
Cletus Kasady (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Supreme Intelligence (Earth-616),Neutral Characters,Yellow Eyes,Green Hair,Male Characters,Marvel
Aragorn (Earth-616),Good Characters,Brown Eyes,White Hair,Male Characters,Marvel
Betty Dean (Earth-616),Good Characters,Blue Eyes,White Hair,Female Characters,Marvel
Karnilla (Earth-616),Neutral Characters,Purple Eyes,Black Hair,Female Characters,Marvel
Jacqueline Falsworth (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Caliban (Earth-616),Good Characters,Black Eyes,No Hair,Male Characters,Marvel
Isaac Christians (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Brock Rumlow (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Paul Norbert Ebersol (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Annihilus (Earth-616),Neutral Characters,Green Eyes,No Hair,Male Characters,Marvel
Red Sonja (Earth-616),Good Characters,Brown Eyes,Red Hair,Female Characters,Marvel
Jonathan Hart (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Bambina Arbogast (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Sooraya Qadir (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Zeus Panhellenios (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Randolph Robertson (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Yao (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Agatha Harkness (Earth-616),Good Characters,Blue Eyes,White Hair,Female Characters,Marvel
Jack Tarr (Earth-616),,Black Eyes,Black Hair,Male Characters,Marvel
Katherine Bishop (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Jason Wyngarde (Earth-616),Bad Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Walter Newell (Earth-616),Good Characters,Hazel Eyes,Brown Hair,Male Characters,Marvel
Joanna Cargill (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Parker Robbins (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Rocket Raccoon (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Lyja (Earth-616),Neutral Characters,Green Eyes,Green Hair,Female Characters,Marvel
Georges Batroc (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Wyatt Wingfoot (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Henry Camp (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Peter Quill (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Marrow (Sarah) (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Vision (Jonas) (Earth-616),Good Characters,Gold Eyes,No Hair,Male Characters,Marvel
William Kaplan (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
George Stacy (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Mari (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Todd Arliss (Earth-616),Bad Characters,Grey Eyes,No Hair,Male Characters,Marvel
Hammerhead (Joseph) (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Heinrich Zemo (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Emil Blonsky (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Arcturus Rann (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
James Woo (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Frank Drake (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Callisto (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Dorma (Earth-616),Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,Marvel
Lonnie Lincoln (Earth-616),Bad Characters,Pink Eyes,White Hair,Male Characters,Marvel
Doop (Earth-616),Good Characters,Variable Eyes,Black Hair,Male Characters,Marvel
David Alleyne (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Hepzibah (Earth-616),Good Characters,Green Eyes,White Hair,Female Characters,Marvel
Charlie Cluster-7 (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Samuel Sawyer (Earth-616),Good Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Jacques Duquesne (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Arcade (Earth-616),Bad Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Mary Walker (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Miguel Santos (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Christopher Summers (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Morris Bench (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
David Cannon (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Prosh (Earth-616),Good Characters,Variable Eyes,No Hair,,Marvel
Roderick Kingsley (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Dominikos Petrakis (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
St. John Allerdyce (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Mary MacPherran (Earth-616),Bad Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Marvel
Rita Wayword (Earth-616),Neutral Characters,White Eyes,Silver Hair,Female Characters,Marvel
Angelo Espinosa (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Layla Miller (Earth-616),Good Characters,Green Eyes,Blond Hair,Female Characters,Marvel
Leland Owlsley (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Karl Lykos (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Jason Macendale Jr. (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Clay Harder (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Frigga (Earth-616),Good Characters,Blue Eyes,White Hair,Female Characters,Marvel
Ikaris (Eternal) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Jack Power (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Katherine Power (Earth-616),Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Marvel
Sharon Ventura (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Nico Minoru (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Clive Reston (Earth-616),,Blue Eyes,Grey Hair,Male Characters,Marvel
Idie Okonkwo (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Robert Frank (Earth-616),Good Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Elizabeth Twoyoungmen (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Everett Thomas (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Danger (Earth-616),Good Characters,,No Hair,Female Characters,Marvel
Dorrek VIII (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Amadeus Cho (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Phillip Masters (Earth-616),Bad Characters,Brown Eyes,Bald,Male Characters,Marvel
Joshua Foley (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Karl Mordo (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Eternity (Earth-616),Neutral Characters,Black Eyes,No Hair,,Marvel
William Foster (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Leiko Wu (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Chase Stein (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Howard Hanover (Earth-616),,,Black Hair,Male Characters,Marvel
Louise Grant (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Grand Vizier (Asgard) (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Pyreus Kril (Earth-616),Neutral Characters,White Eyes,Yellow Hair,Male Characters,Marvel
Acroyear (Earth-616),Good Characters,Grey Eyes,No Hair,Male Characters,Marvel
Yuriko Oyama (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Elijah Bradley (Earth-616),Good Characters,Brown Eyes,Bald,Male Characters,Marvel
Frankie Raye (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Jimaine Szardos (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Bethany Cabe (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Marvel
Phillip Urich (Earth-616),Bad Characters,Green Eyes,Brown Hair,Male Characters,Marvel
Delroy Garrett Jr. (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Anya Corazon (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Victoria Hand (Earth-616),Neutral Characters,Hazel Eyes,Black Hair,Female Characters,Marvel
Margaret Carter (Earth-616),Good Characters,Blue Eyes,White Hair,Female Characters,Marvel
Clay Quartermain (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Ghost (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Jill Stacy (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Abigail Brand (Earth-616),Good Characters,Green Eyes,Green Hair,Female Characters,Marvel
Carlie Cooper (Earth-616),Good Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Paul Duval (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Blastaar (Earth-616),Bad Characters,Grey Eyes,Grey Hair,Male Characters,Marvel
Jericho Drumm (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Ruth Aldine (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Azura (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Cyclone (Horse) (Earth-616),Good Characters,,,Male Characters,Marvel
Matthew Masters (Earth-616),Good Characters,,Black Hair,Male Characters,Marvel
Luna Maximoff (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Silhouette Chord (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Attuma (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Sally Blevins (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
James Sanders (Earth-616),Neutral Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Denis Nayland Smith (Earth-616),Good Characters,,Bald,Male Characters,Marvel
Andreas von Strucker (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Patricia Tilby (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Michael Collins (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Groot (Earth-616),Good Characters,Black Eyes,No Hair,Male Characters,Marvel
Vashti Cleito-Son (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Eric Williams (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Gaea (Earth-616),Good Characters,,,Female Characters,Marvel
Raza Longknife (Earth-616),Neutral Characters,One Eye,Orange Hair,Male Characters,Marvel
Rom (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Selene Gallio (Earth-616),Bad Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Norman Harold Osborn (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Michiko Musashi (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Skaar (Earth-616),Good Characters,Green Eyes,Black Hair,Male Characters,Marvel
Ulik (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Roxanne Simpson (Earth-616),Good Characters,,,Female Characters,Marvel
Sinthea Shmidt (Earth-616),Bad Characters,Brown Eyes,No Hair,Female Characters,Marvel
George Washington Bridge (Earth-616),Good Characters,Brown Eyes,White Hair,Male Characters,Marvel
Molly Hayes (Earth-616),Good Characters,Green Eyes,Brown Hair,Female Characters,Marvel
Klaus Voorhees (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Marvel
Vanisher (Earth-616),Neutral Characters,Green Eyes,Bald,Male Characters,Marvel
Skurge (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Arthur Parks (Earth-616),Bad Characters,Variable Eyes,Variable Hair,Male Characters,Marvel
Bernadette Rosenthal (Earth-616),,Green Eyes,Auburn Hair,Female Characters,Marvel
Nathan Lubensky (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
David Haller (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Lemar Hoskins (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Donald Pierce (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Joseph Chapman (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Karolina Dean (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Bastion (Earth-616),Bad Characters,Hazel Eyes,White Hair,Male Characters,Marvel
Kull (Earth-616),Good Characters,Grey Eyes,Black Hair,Male Characters,Marvel
Satana Hellstrom (Earth-616),Bad Characters,Red Eyes,Red Hair,Female Characters,Marvel
Laynia Petrovna (Earth-616),Good Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Night Raven (Vigilante) (Earth-616),Good Characters,Grey Eyes,Bald,Male Characters,Marvel
Kavita Rao (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Danielle Cage (Earth-616),Good Characters,Green Eyes,Black Hair,Female Characters,Marvel
Frederick Foswell (Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
John Greycrow (Earth-616),Neutral Characters,Grey Eyes,Black Hair,Male Characters,Marvel
Michael Duffy (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Eric Koenig (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Zheng Zu (Earth-616),Bad Characters,Green Eyes,Black Hair,Male Characters,Marvel
Keniuchio Harada (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Irene Adler (Earth-616),Neutral Characters,White Eyes,Silver Hair,Female Characters,Marvel
Marrina Smallwood (Earth-616),Good Characters,Black Eyes,Green Hair,Female Characters,Marvel
Fred Davis Jr. (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Zelda DuBois (Earth-616),Bad Characters,Green Eyes,Auburn Hair,Female Characters,Marvel
Beyonder (Earth-616),Neutral Characters,Variable Eyes,Variable Hair,Male Characters,Marvel
Roxanne Washington (Earth-616),,,,Female Characters,Marvel
Bonita Juarez (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Surtur (Earth-616),Bad Characters,Yellow Eyes,Red Hair,Male Characters,Marvel
Stranger (Cosmic Being) (Earth-616),Neutral Characters,White Eyes,White Hair,Male Characters,Marvel
Brandy Clark (Earth-616),Good Characters,,Brown Hair,Female Characters,Marvel
Lillian Crawley (Earth-616),Good Characters,Hazel Eyes,Brown Hair,Female Characters,Marvel
Ichabod (Earth-616),Good Characters,,White Hair,Male Characters,Marvel
Russell Collins (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Michael Badilino (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Helen Takahama (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
En Sabah Nur (Evan Sabahnur) (Earth-616),Good Characters,Black Eyes,Black Hair,Male Characters,Marvel
Dai Thomas (Earth-616),,,Brown Hair,Male Characters,Marvel
Maria Callasantos (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Sally Avril (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Ebenezer Laughton (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Pluto (Olympian) (Earth-616),Bad Characters,Grey Eyes,Black Hair,Male Characters,Marvel
Arnim Zola (Earth-616),Bad Characters,,No Hair,Male Characters,Marvel
Mariko Yashida (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Dallas Riordan (Earth-616),Good Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Hannibal King (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Thomas Cassidy (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Kara Killgrave (Earth-616),Good Characters,Purple Eyes,Black Hair,Female Characters,Marvel
Jess\u00e1n Hoan (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Daisy Johnson (Earth-616),Good Characters,Blue Eyes,Black Hair,Female Characters,Marvel
John Horton (Earth-616),Bad Characters,Yellow Eyes,Yellow Hair,Male Characters,Marvel
Cecilia Reyes (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Barnell Bohusk (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Victor Mancha (Earth-616),Good Characters,Green Eyes,Brown Hair,Male Characters,Marvel
Awesome Android (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Samuel Smithers (Earth-616),Bad Characters,Green Eyes,Grey Hair,Male Characters,Marvel
Wilbur Day (Earth-616),Bad Characters,Blue Eyes,Bald,Male Characters,Marvel
Silvio Manfredi (Earth-616),Bad Characters,Blue Eyes,Silver Hair,Male Characters,Marvel
Richard Fisk (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Edward Whelan (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Donald Gill (Earth-616),Neutral Characters,Blue Eyes,Blue Hair,Male Characters,Marvel
Alani Ryan (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Aarkus (Earth-616),Good Characters,White Eyes,No Hair,Male Characters,Marvel
Aloysius Kare (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Ringo Kid (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Maynard Tiboldt (Earth-616),,Green Eyes,Black Hair,Male Characters,Marvel
Esteban Coraz\u00f3n de Ablo (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Marvin Flumm (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Nathaniel Richards (Earth-616),Neutral Characters,Brown Eyes,Grey Hair,Male Characters,Marvel
Kathryn Cushing (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Marvel
Cameron Hodge (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Alistaire Stuart (Earth-616),,Variable Eyes,Variable Hair,Male Characters,Marvel
