name,ALIGN,EYE,HAIR,SEX,Publisher
Kimeiko Ashu (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Leslie Gesneria (Earth-616),Bad Characters,,,Female Characters,Marvel
Nyoirin Henecha (Earth-616),Bad Characters,,,Male Characters,Marvel
Ocsh (Earth-616),,,,Male Characters,Marvel
Oscuram (Earth-616),Bad Characters,Red Eyes,Red Hair,Male Characters,Marvel
Ramon Hernandez (Earth-616),Bad Characters,,,Male Characters,Marvel
Randolph Creed (Earth-616),Bad Characters,,Red Hair,Male Characters,Marvel
Richard Bloom (Earth-616),Neutral Characters,Red Eyes,Brown Hair,Male Characters,Marvel
Ronald Parvenue (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Samantha Powell (Earth-616),Neutral Characters,Grey Eyes,Red Hair,Female Characters,Marvel
Socus (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Trevor Cole (Earth-616),Bad Characters,,,Male Characters,Marvel
Voyager (Body Magician) (Earth-616),Bad Characters,Variable Eyes,Variable Hair,Male Characters,Marvel
Zorka (Earth-616),,Black Eyes,Black Hair,Male Characters,Marvel
Albert Destine (Earth-616),Good Characters,Blue Eyes,White Hair,Male Characters,Marvel
Alex DePaul (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Andamo (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Aranda Charboneau (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Beatrice McBride (Earth-616),Good Characters,Blue Eyes,White Hair,Female Characters,Marvel
Dima Alekov Kaganitzky (Earth-616),,,Black Hair,Male Characters,Marvel
Donald Blake (Mystic Spell) (Earth-616),,,Blond Hair,Male Characters,Marvel
Gray Garrison (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Grimm (Earth-616),Bad Characters,Black Eyes,Black Hair,Male Characters,Marvel
Loop (Lash) (Earth-616),Bad Characters,,White Hair,Male Characters,Marvel
Lord Moses (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Moru (Earth-616),,Black Eyes,Brown Hair,Male Characters,Marvel
Paul Alvarez (Earth-616),,,,Male Characters,Marvel
Pavel Chenklo (Earth-616),Bad Characters,,Grey Hair,Male Characters,Marvel
Right (Soldiers of Misfortune) (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Simbus (Earth-616),Good Characters,,Purple Hair,Male Characters,Marvel
Sneak Thief (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Tommy Ng (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Viktor Aleksandr Vikady (Earth-616),,,Blond Hair,Male Characters,Marvel
Warfist (Earth-616),Bad Characters,,,Male Characters,Marvel
Wrong (Soldiers of Misfortune) (Earth-616),Bad Characters,,,,Marvel
Xira (Earth-616),,Brown Eyes,,Female Characters,Marvel
Cary Armstrong (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Cynas (Earth-616),,,Red Hair,Female Characters,Marvel
Drew Geraci (Earth-616),,,,Male Characters,Marvel
Ella (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Freddie Glazer (Earth-616),,,,Male Characters,Marvel
Furgar (Earth-616),,,,Male Characters,Marvel
Gayle Edgerton (Earth-616),Neutral Characters,Black Eyes,Black Hair,Female Characters,Marvel
Neut (Earth-616),Bad Characters,,,Male Characters,Marvel
Olivia Lentz (Earth-616),,,Brown Hair,Female Characters,Marvel
Orestez Natchios (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Porcal (Earth-616),Neutral Characters,,Brown Hair,Male Characters,Marvel
Sapphiras (Earth-616),Neutral Characters,Yellow Eyes,No Hair,Female Characters,Marvel
Targon (Earth-616),Bad Characters,,Brown Hair,Male Characters,Marvel
Theodore Slaght (Earth-616),Bad Characters,,,Male Characters,Marvel
Carlie Colon (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Charles Darwin (Earth-616),Neutral Characters,,Grey Hair,Male Characters,Marvel
David Breyer (Earth-616),Bad Characters,,,Male Characters,Marvel
David Kalen (Earth-616),,,No Hair,Male Characters,Marvel
Dr. Yao (Earth-616),,,Black Hair,Male Characters,Marvel
Elizabeth Ross (Heroes Reborn) (Earth-616),Good Characters,,,Female Characters,Marvel
Master Man (Heroes Reborn) (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Megaera (Furies) (Earth-616),,,,Female Characters,Marvel
Meredith Campbell (Earth-616),,,,Female Characters,Marvel
Nicholas Fury (Heroes Reborn) (Earth-616),Good Characters,One Eye,,Male Characters,Marvel
Paul Contoni (Earth-616),Bad Characters,,,Male Characters,Marvel
Ramirez (Earth-616),,,Black Hair,Male Characters,Marvel
Shannon Fitzpatrick (Earth-616),Good Characters,Green Eyes,Red Hair,Female Characters,Marvel
Timothy Dugan (Heroes Reborn) (Earth-616),Good Characters,,,Male Characters,Marvel
Trevor Chase (Earth-616),Good Characters,Blue Eyes,Red Hair,Male Characters,Marvel
Ultron (Heroes Reborn) (Earth-616),Bad Characters,Red Eyes,No Hair,Male Characters,Marvel
Blackagar Boltagon (Heroes Reborn) (Earth-616),,,,Male Characters,Marvel
Chtylok (Earth-616),Neutral Characters,Red Eyes,Brown Hair,Male Characters,Marvel
David Cannon (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Ekatarina Gryaznova (Earth-616),Bad Characters,,,Female Characters,Marvel
Ellen Hibbert (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Gorgon (Heroes Reborn) (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
M-Nell (Earth-616),Neutral Characters,,,Male Characters,Marvel
Myra Haddock (Earth-616),Neutral Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Plasma (Heroes Reborn) (Earth-616),Bad Characters,,,Female Characters,Marvel
Pyreus Kril (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Roddy McLeish (Earth-616),Bad Characters,Blue Eyes,White Hair,Male Characters,Marvel
Spat (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Triton (Heroes Reborn) (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Tyros (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Arcadia DeVille (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Baal (Gabriel) (Earth-616),Bad Characters,,,Male Characters,Marvel
Barone (Earth-616),Bad Characters,Black Eyes,Brown Hair,Male Characters,Marvel
Jake Olson (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Krassno Granitsky (Earth-616),Good Characters,,Red Hair,Male Characters,Marvel
Lily Cromwell (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Neifi (Earth-616),Neutral Characters,,No Hair,Male Characters,Marvel
Odysseus Indigo (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Okoye (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Snipes (Earth-616),,,Black Hair,Male Characters,Marvel
Thomas Ryan (Earth-616),Good Characters,,,Male Characters,Marvel
Tiamat (Champion) (Earth-616),,White Eyes,No Hair,Male Characters,Marvel
Zachary Williams (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Cheryl Lansing (Earth-616),,Brown Eyes,Blond Hair,Female Characters,Marvel
Enrakt (Earth-616),Bad Characters,,,Male Characters,Marvel
Headcase (Mannite) (Earth-616),Good Characters,,Green Hair,Male Characters,Marvel
Javier Caldrone (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Mechamage (Earth-616),Good Characters,,,Female Characters,Marvel
Paradigm (Earth-616),,,No Hair,Male Characters,Marvel
Samantha McGee (Earth-616),Bad Characters,,Brown Hair,Female Characters,Marvel
Scab (Starkey) (Earth-616),Good Characters,Red Eyes,Bald,Male Characters,Marvel
Stanley Hardy (Earth-616),Neutral Characters,Grey Eyes,Brown Hair,Male Characters,Marvel
Anarra (Earth-616),Good Characters,Green Eyes,Blond Hair,Female Characters,Marvel
Benjamin Tibbets (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Bludgeon (Ransome Sole) (Earth-616),Bad Characters,Red Eyes,,Male Characters,Marvel
Bron (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Cudgel (Earth-616),Bad Characters,,,Male Characters,Marvel
Divinity (Heroes Reborn) (Earth-616),,White Eyes,No Hair,Male Characters,Marvel
Goroth (Earth-616),Good Characters,Green Eyes,Black Hair,Male Characters,Marvel
Jagrfelm (Earth-616),Neutral Characters,Yellow Eyes,Green Hair,Male Characters,Marvel
Kaos (Heroes Reborn) (Earth-616),Good Characters,,,Male Characters,Marvel
Kelly Kooliq (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Manacle (Earth-616),Bad Characters,,,Male Characters,Marvel
Mondo (Earth-616),Bad Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Niles Roman (Earth-616),Bad Characters,,,Male Characters,Marvel
Tristan (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Tullamore Voge (Earth-616),Bad Characters,White Eyes,Brown Hair,Male Characters,Marvel
Vanium (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Bete Noir (Earth-616),Bad Characters,Variable Eyes,No Hair,,Marvel
Buford Lange (Earth-616),Bad Characters,,,Male Characters,Marvel
Elaine Kendrick (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Elizabeth Hudson (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Hector Rendoza (Earth-616),Good Characters,Blue Eyes,Brown Hair,Male Characters,Marvel
Lucy Robinson (Earth-616),Neutral Characters,,Blond Hair,Female Characters,Marvel
Malon Estella Reeves (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Nagala (Earth-616),Bad Characters,Red Eyes,Green Hair,Female Characters,Marvel
Paul Provenzano (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Samuel Griggs (Earth-616),,,,Male Characters,Marvel
Sugar Kane (Earth-616),Good Characters,,Blond Hair,Female Characters,Marvel
Angel Dust (Christina) (Earth-616),Good Characters,Yellow Eyes,Black Hair,Female Characters,Marvel
Apache Kid (Rosa) (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Arnold Lundberg (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Augustus Tuneski (Earth-616),Bad Characters,,,Male Characters,Marvel
Higashi (Earth-616),Bad Characters,Brown Eyes,Bald,Male Characters,Marvel
Jacob Nash (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Koyami Sazaki (Counter-Earth) (Earth-616),,,,Male Characters,Marvel
Lloyd Bloch (Heroes Reborn) (Earth-616),Bad Characters,,,Male Characters,Marvel
Postman (David) (Earth-616),,,Black Hair,Male Characters,Marvel
Saguri (Earth-616),Bad Characters,Green Eyes,Red Hair,Female Characters,Marvel
Shatter (Earth-616),Neutral Characters,Yellow Eyes,No Hair,Male Characters,Marvel
Thomas More (Earth-616),Good Characters,Blue Eyes,Auburn Hair,Male Characters,Marvel
Blake Burdick (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Claire Hudson (Earth-616),Neutral Characters,Blue Eyes,Red Hair,Female Characters,Marvel
Ginniyeh (Earth-616),Bad Characters,,Bald,Female Characters,Marvel
Greg (Sentinel) (Earth-616),Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Henrietta Hunter (Earth-616),Good Characters,,Black Hair,Female Characters,Marvel
Jillian (Earth-616),Bad Characters,Yellow Eyes,Blue Hair,Female Characters,Marvel
Josh Arndt (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Ophis (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Topher (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
William Hanover (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Yidrazil (Earth-616),Bad Characters,One Eye,Black Hair,Male Characters,Marvel
Aamshed (Earth-616),,Blue Eyes,Blond Hair,Female Characters,Marvel
Angelo Fortunato (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Caiman (Earth-616),,,,Male Characters,Marvel
Campbell Saint-Ange (Earth-616),Good Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Christine McDermott (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Damocles Rivas (Earth-616),Bad Characters,,,Male Characters,Marvel
Hope Lee (Earth-616),,Brown Eyes,Black Hair,Female Characters,Marvel
Jessica Vale (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Jim Mulligan (Earth-616),,Brown Eyes,White Hair,Male Characters,Marvel
Julia Cabot (Earth-616),Good Characters,Brown Eyes,Brown Hair,Female Characters,Marvel
Justin Pierce (Earth-616),Good Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Kestrel (Earth-616),Bad Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Kika (Earth-616),Good Characters,Green Eyes,Pink Hair,Female Characters,Marvel
Lara King (Earth-616),Neutral Characters,,Black Hair,Female Characters,Marvel
Lightning Rod (Earth-616),Neutral Characters,,Bald,Male Characters,Marvel
Lili Penrose (Earth-616),Bad Characters,,Blond Hair,Female Characters,Marvel
Max Hunter (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Nia Noble (Earth-616),,,Blond Hair,Female Characters,Marvel
Orlean Cooper (Earth-616),Bad Characters,,,Male Characters,Marvel
Rachel Leighton (LMD) (Earth-616),Bad Characters,Green Eyes,Blond Hair,Female Characters,Marvel
Skornn (Earth-616),Bad Characters,Blue Eyes,No Hair,Male Characters,Marvel
Swad (Earth-616),Good Characters,,No Hair,Male Characters,Marvel
Troy Killkelly (Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Amos Flood (Earth-616),,,Bald,Male Characters,Marvel
Bradley Beemer (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Constance MacDermid (Earth-616),,,Blond Hair,Female Characters,Marvel
Cornfed (Earth-616),Good Characters,Red Eyes,Blond Hair,Male Characters,Marvel
Elisbeth von Strucker (Earth-616),Bad Characters,,White Hair,Female Characters,Marvel
Ellis Kincaid (Earth-616),Neutral Characters,Grey Eyes,Brown Hair,Male Characters,Marvel
Emily Flood (Earth-616),,,Brown Hair,Female Characters,Marvel
Gothic Lolita (Earth-616),Good Characters,Red Eyes,Black Hair,Female Characters,Marvel
Hollowpoint Ninja (Earth-616),Good Characters,Red Eyes,Brown Hair,Male Characters,Marvel
Homebrew (Earth-616),Good Characters,,,Male Characters,Marvel
Hoss (Demon) (Earth-616),Bad Characters,Black Eyes,Bald,Male Characters,Marvel
Joel Flood (Earth-616),,,Brown Hair,Male Characters,Marvel
Marianella Mancha (Earth-616),Neutral Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Mariano Lopez (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Martin Bastelli (Earth-616),,Brown Eyes,Black Hair,Male Characters,Marvel
Mary Bastelli (Earth-616),,Blue Eyes,Blond Hair,Male Characters,Marvel
Mutant Crocodiles (Earth-616),,,,,Marvel
Reginald Mantz (Earth-616),Bad Characters,Blue Eyes,Grey Hair,Male Characters,Marvel
Social Butterfly (Earth-616),Good Characters,,,Female Characters,Marvel
Troy Goddard (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Winston Hobbes (Earth-616),Bad Characters,White Eyes,Black Hair,Male Characters,Marvel
Celia Ricadonna (Earth-616),,Green Eyes,Green Hair,Female Characters,Marvel
Dixie (Blaze) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Female Characters,Marvel
Eradica (Earth-616),Bad Characters,Green Eyes,No Hair,Female Characters,Marvel
Gelt (Earth-616),,,,,Marvel
Guy Thierrault (Earth-616),Bad Characters,,,Male Characters,Marvel
Neil Crawford (Earth-616),Good Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Petra (Earth-616),Good Characters,Brown Eyes,Blond Hair,Female Characters,Marvel
Preak (Earth-616),Good Characters,Green Eyes,No Hair,Agender Characters,Marvel
Suzanne Chan (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Absynthe (Earth-616),Bad Characters,Green Eyes,Black Hair,Female Characters,Marvel
Ernst Erskine (Earth-616),Neutral Characters,Green Eyes,White Hair,Male Characters,Marvel
Hate-Monger (National Force) (Earth-616),Bad Characters,Brown Eyes,Bald,Male Characters,Marvel
Jamal Peoples (Earth-616),Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Marvel
Kamar (Earth-616),Bad Characters,,Black Hair,Male Characters,Marvel
Nicole (Robot) (Earth-616),Bad Characters,Blue Eyes,Brown Hair,Female Characters,Marvel
Oberon (Earth-616),Neutral Characters,Gold Eyes,Black Hair,Male Characters,Marvel
Red Ronin (UJ1-DX) (Earth-616),Good Characters,Brown Eyes,Red Hair,Female Characters,Marvel
Steven Rogers (Onslaught Reborn) (Earth-616),Good Characters,Blue Eyes,Blond Hair,Male Characters,Marvel
Tatiana Arocha (Earth-616),Good Characters,Brown Eyes,Black Hair,Female Characters,Marvel
Trenton Craft (Earth-616),Good Characters,Brown Eyes,Blond Hair,Male Characters,Marvel
Tristan (Street Arabs) (Earth-616),Good Characters,Blue Eyes,Bald,Male Characters,Marvel
Bendigeidfran (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
Clinton Barton (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Doctor Tramma (Earth-616),Bad Characters,Blue Eyes,Black Hair,Female Characters,Marvel
Edward Black Wolf (Earth-616),Good Characters,,Brown Hair,Male Characters,Marvel
Emma Frost (Skrull) (Earth-616),Bad Characters,Green Eyes,Blond Hair,Female Characters,Marvel
Ethan Warren (Earth-616),Bad Characters,Blue Eyes,Black Hair,Male Characters,Marvel
Fiona Fitzhugh (Earth-616),Good Characters,,Orange Hair,Female Characters,Marvel
Jean Grey (Skrull) (Earth-616),Bad Characters,Green Eyes,Red Hair,Female Characters,Marvel
Lena Sendak (Earth-616),,,,Female Characters,Marvel
Lillie McGurty (Earth-616),Good Characters,Green Eyes,Grey Hair,Female Characters,Marvel
Lisa Parfrey (Earth-616),,,Blond Hair,Female Characters,Marvel
Luke Cage (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Michael van Patrick (KIA) (Earth-616),Bad Characters,White Eyes,Brown Hair,Male Characters,Marvel
Mister Eleven (Earth-616),Neutral Characters,Variable Eyes,Variable Hair,Male Characters,Marvel
Nathan Jefferson (Earth-616),,,,Male Characters,Marvel
Peter Parker (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Retcon (Leila) (Earth-616),Good Characters,,White Hair,Female Characters,Marvel
Robert Carr (Earth-616),,Blue Eyes,Black Hair,Male Characters,Marvel
Shoba Mirza (Earth-616),,Brown Eyes,Black Hair,Female Characters,Marvel
Simon Williams (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Thor Odinson (Skrull) (Earth-616),Bad Characters,Green Eyes,Blond Hair,Male Characters,Marvel
Vision (Skrull) (Earth-616),Bad Characters,Green Eyes,No Hair,Male Characters,Marvel
Yuen Yee (Earth-616),Good Characters,Brown Eyes,Black Hair,Male Characters,Marvel
Alexa Reilly (Earth-616),Good Characters,,Red Hair,Female Characters,Marvel
Ban-Luck (Earth-616),Good Characters,Black Eyes,Black Hair,Female Characters,Marvel
Charlie Chainsaw (Earth-616),Bad Characters,Brown Eyes,Brown Hair,Male Characters,Marvel
